"Year Month","State","Industry","Suspicious Activity","Regulator","Relationship","Product","Instrument","Count"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","[Total]","[Total]","81"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","18"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","19"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Money Orders","21"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","17"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","75"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","75"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Other","Insurance/Annuity Products","Bank/Cashier's Check","2"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Other","Insurance/Annuity Products","[Total]","2"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Other","[Total]","[Total]","2"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","158"
"2017 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","158"
"2017 ","Iowa","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders","8"
"2017 ","Iowa","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Other","1"
"2017 ","Iowa","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Iowa","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","10"
"2017 ","Iowa","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","10"
"2017 ","Iowa","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","10"
"2017 ","Iowa","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","10"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check","12"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer","12"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Money Orders","12"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","12"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","48"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","48"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","13"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","61"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Money Orders","13"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","13"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","100"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","100"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","148"
"2017 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","148"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","Money Orders","1"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","[Total]","4"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","[Total]","[Total]","4"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Customer","Insurance/Annuity Products","[Total]","4"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Customer","[Total]","[Total]","4"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check","16"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","16"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","No Relationship to Institution","Insurance/Annuity Products","Money Orders","16"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","16"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","64"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","No Relationship to Institution","[Total]","[Total]","64"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Other","Insurance/Annuity Products","Bank/Cashier's Check","3"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Other","Insurance/Annuity Products","Funds Transfer","3"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Other","Insurance/Annuity Products","Money Orders","3"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Other","Insurance/Annuity Products","Personal/Business Check","3"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Other","Insurance/Annuity Products","[Total]","12"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Other","[Total]","[Total]","12"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","[Total]","[Total]","[Total]","84"
"2017 ","Iowa","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","[Total]","[Total]","[Total]","[Total]","84"
"2017 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2017 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","3"
"2017 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","3"
"2017 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","3"
"2017 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","3"
"2017 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","[Total]","[Total]","1"
"2017 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","[Total]","[Total]","[Total]","1"
"2017 ","Iowa","Insurance Company","Unclear or No Insurable Interest","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Iowa","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","661"
"2017 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2017 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2017 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Kansas","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Massachusetts","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Massachusetts","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Massachusetts","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","1"
"2017 ","Massachusetts","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","1"
"2017 ","Massachusetts","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","2"
"2017 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","14"
"2017 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","16"
"2017 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","16"
"2017 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","16"
"2017 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","16"
"2017 ","Massachusetts","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","17"
"2017 ","Michigan","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Michigan","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2017 ","Michigan","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","2"
"2017 ","Michigan","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Michigan","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2017 ","Michigan","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2017 ","Michigan","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Other","Insurance/Annuity Products","Personal/Business Check","1"
